priority,site,page_id,page_family,canonical_candidate,primary_query,query_2,query_3,truth_score,quality_score,provenance_score,current_state,reason_for_priority
251,fixcode,fix:bosch:dishwasher:e21,error-code,/fixcode/bosch/dishwasher/e21-error,bosch e21 error,bosch dishwasher e21,bosch error code e21,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:dishwasher:e23,error-code,/fixcode/bosch/dishwasher/e23-error,bosch e23 error,bosch dishwasher e23,bosch error code e23,87,68,87,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:dishwasher:e26,error-code,/fixcode/bosch/dishwasher/e26-error,bosch e26 error,bosch dishwasher e26,bosch error code e26,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:dishwasher:e27,error-code,/fixcode/bosch/dishwasher/e27-error,bosch e27 error,bosch dishwasher e27,bosch error code e27,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:washer:f17,error-code,/fixcode/bosch/washer/f17-error,bosch f17 error,bosch washer f17,bosch error code f17,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:washer:f18,error-code,/fixcode/bosch/washer/f18-error,bosch f18 error,bosch washer f18,bosch error code f18,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:washer:f19,error-code,/fixcode/bosch/washer/f19-error,bosch f19 error,bosch washer f19,bosch error code f19,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:washer:f21,error-code,/fixcode/bosch/washer/f21-error,bosch f21 error,bosch washer f21,bosch error code f21,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:washer:f23,error-code,/fixcode/bosch/washer/f23-error,bosch f23 error,bosch washer f23,bosch error code f23,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:washer:f43,error-code,/fixcode/bosch/washer/f43-error,bosch f43 error,bosch washer f43,bosch error code f43,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:washer:f44,error-code,/fixcode/bosch/washer/f44-error,bosch f44 error,bosch washer f44,bosch error code f44,87,68,87,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:washer:e02,error-code,/fixcode/bosch/washer/e02-error,bosch e02 error,bosch washer e02,bosch error code e02,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:dryer:e01,error-code,/fixcode/bosch/dryer/e01-error,bosch e01 error,bosch dryer e01,bosch error code e01,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:dryer:e02,error-code,/fixcode/bosch/dryer/e02-error,bosch e02 error,bosch dryer e02,bosch error code e02,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:dryer:e03,error-code,/fixcode/bosch/dryer/e03-error,bosch e03 error,bosch dryer e03,bosch error code e03,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:oven:e005,error-code,/fixcode/bosch/oven/e005-error,bosch e005 error,bosch oven e005,bosch error code e005,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:bosch:oven:e305,error-code,/fixcode/bosch/oven/e305-error,bosch e305 error,bosch oven e305,bosch error code e305,87,68,87,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:miele:washer:f10,error-code,/fixcode/miele/washer/f10-error,miele f10 error,miele washer f10,miele error code f10,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:miele:washer:f11,error-code,/fixcode/miele/washer/f11-error,miele f11 error,miele washer f11,miele error code f11,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:miele:washer:f13,error-code,/fixcode/miele/washer/f13-error,miele f13 error,miele washer f13,miele error code f13,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:miele:washer:f20,error-code,/fixcode/miele/washer/f20-error,miele f20 error,miele washer f20,miele error code f20,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:miele:dishwasher:f11,error-code,/fixcode/miele/dishwasher/f11-error,miele f11 error,miele dishwasher f11,miele error code f11,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:miele:dishwasher:f12,error-code,/fixcode/miele/dishwasher/f12-error,miele f12 error,miele dishwasher f12,miele error code f12,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:miele:dishwasher:f13,error-code,/fixcode/miele/dishwasher/f13-error,miele f13 error,miele dishwasher f13,miele error code f13,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:miele:dishwasher:f24,error-code,/fixcode/miele/dishwasher/f24-error,miele f24 error,miele dishwasher f24,miele error code f24,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:miele:dishwasher:f78,error-code,/fixcode/miele/dishwasher/f78-error,miele f78 error,miele dishwasher f78,miele error code f78,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:miele:dishwasher:f87,error-code,/fixcode/miele/dishwasher/f87-error,miele f87 error,miele dishwasher f87,miele error code f87,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:miele:dryer:f1,error-code,/fixcode/miele/dryer/f1-error,miele f1 error,miele dryer f1,miele error code f1,100,68,100,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
251,fixcode,fix:miele:dryer:f2,error-code,/fixcode/miele/dryer/f2-error,miele f2 error,miele dryer f2,miele error code f2,87,68,87,SEO_CANDIDATE,already SEO_CANDIDATE after Truth Gate; FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:4c,error-code,/fixcode/samsung/washer/4c-error,samsung 4c error,samsung washer 4c,samsung error code 4c,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:4e,error-code,/fixcode/samsung/washer/4e-error,samsung 4e error,samsung washer 4e,samsung error code 4e,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:5c,error-code,/fixcode/samsung/washer/5c-error,samsung 5c error,samsung washer 5c,samsung error code 5c,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:5e,error-code,/fixcode/samsung/washer/5e-error,samsung 5e error,samsung washer 5e,samsung error code 5e,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:ue,error-code,/fixcode/samsung/washer/ue-error,samsung ue error,samsung washer ue,samsung error code ue,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:dc,error-code,/fixcode/samsung/washer/dc-error,samsung dc error,samsung washer dc,samsung error code dc,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:oe,error-code,/fixcode/samsung/washer/oe-error,samsung oe error,samsung washer oe,samsung error code oe,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:le,error-code,/fixcode/samsung/washer/le-error,samsung le error,samsung washer le,samsung error code le,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:te,error-code,/fixcode/samsung/washer/te-error,samsung te error,samsung washer te,samsung error code te,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:3c,error-code,/fixcode/samsung/washer/3c-error,samsung 3c error,samsung washer 3c,samsung error code 3c,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:lg:washer:ie,error-code,/fixcode/lg/washer/ie-error,lg ie error,lg washer ie,lg error code ie,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:lg:washer:oe,error-code,/fixcode/lg/washer/oe-error,lg oe error,lg washer oe,lg error code oe,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:lg:washer:ue,error-code,/fixcode/lg/washer/ue-error,lg ue error,lg washer ue,lg error code ue,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:lg:washer:de,error-code,/fixcode/lg/washer/de-error,lg de error,lg washer de,lg error code de,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:fridge:5e,error-code,/fixcode/samsung/fridge/5e-error,samsung 5e error,samsung fridge 5e,samsung error code 5e,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:lg:dryer:d80,error-code,/fixcode/lg/dryer/d80-error,lg d80 error,lg dryer d80,lg error code d80,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:1c,error-code,/fixcode/samsung/washer/1c-error,samsung 1c error,samsung washer 1c,samsung error code 1c,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:1e,error-code,/fixcode/samsung/washer/1e-error,samsung 1e error,samsung washer 1e,samsung error code 1e,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:3e,error-code,/fixcode/samsung/washer/3e-error,samsung 3e error,samsung washer 3e,samsung error code 3e,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:3c1,error-code,/fixcode/samsung/washer/3c1-error,samsung 3c1 error,samsung washer 3c1,samsung error code 3c1,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:3c3,error-code,/fixcode/samsung/washer/3c3-error,samsung 3c3 error,samsung washer 3c3,samsung error code 3c3,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:9c,error-code,/fixcode/samsung/washer/9c-error,samsung 9c error,samsung washer 9c,samsung error code 9c,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:11e,error-code,/fixcode/samsung/washer/11e-error,samsung 11e error,samsung washer 11e,samsung error code 11e,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:ub,error-code,/fixcode/samsung/washer/ub-error,samsung ub error,samsung washer ub,samsung error code ub,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:uc,error-code,/fixcode/samsung/washer/uc-error,samsung uc error,samsung washer uc,samsung error code uc,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:dc1,error-code,/fixcode/samsung/washer/dc1-error,samsung dc1 error,samsung washer dc1,samsung error code dc1,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:lc,error-code,/fixcode/samsung/washer/lc-error,samsung lc error,samsung washer lc,samsung error code lc,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:he,error-code,/fixcode/samsung/washer/he-error,samsung he error,samsung washer he,samsung error code he,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:hc,error-code,/fixcode/samsung/washer/hc-error,samsung hc error,samsung washer hc,samsung error code hc,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:sud,error-code,/fixcode/samsung/washer/sud-error,samsung sud error,samsung washer sud,samsung error code sud,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:pf,error-code,/fixcode/samsung/washer/pf-error,samsung pf error,samsung washer pf,samsung error code pf,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:washer:4c2,error-code,/fixcode/samsung/washer/4c2-error,samsung 4c2 error,samsung washer 4c2,samsung error code 4c2,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:dishwasher:4e,error-code,/fixcode/samsung/dishwasher/4e-error,samsung 4e error,samsung dishwasher 4e,samsung error code 4e,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:dishwasher:4c,error-code,/fixcode/samsung/dishwasher/4c-error,samsung 4c error,samsung dishwasher 4c,samsung error code 4c,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:dishwasher:5e,error-code,/fixcode/samsung/dishwasher/5e-error,samsung 5e error,samsung dishwasher 5e,samsung error code 5e,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:dishwasher:oe,error-code,/fixcode/samsung/dishwasher/oe-error,samsung oe error,samsung dishwasher oe,samsung error code oe,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:dishwasher:le,error-code,/fixcode/samsung/dishwasher/le-error,samsung le error,samsung dishwasher le,samsung error code le,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:dishwasher:he,error-code,/fixcode/samsung/dishwasher/he-error,samsung he error,samsung dishwasher he,samsung error code he,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:dishwasher:te,error-code,/fixcode/samsung/dishwasher/te-error,samsung te error,samsung dishwasher te,samsung error code te,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:dishwasher:3e,error-code,/fixcode/samsung/dishwasher/3e-error,samsung 3e error,samsung dishwasher 3e,samsung error code 3e,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:dryer:te,error-code,/fixcode/samsung/dryer/te-error,samsung te error,samsung dryer te,samsung error code te,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:dryer:he,error-code,/fixcode/samsung/dryer/he-error,samsung he error,samsung dryer he,samsung error code he,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:dryer:de,error-code,/fixcode/samsung/dryer/de-error,samsung de error,samsung dryer de,samsung error code de,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:dryer:dc,error-code,/fixcode/samsung/dryer/dc-error,samsung dc error,samsung dryer dc,samsung error code dc,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:dryer:3c,error-code,/fixcode/samsung/dryer/3c-error,samsung 3c error,samsung dryer 3c,samsung error code 3c,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:fridge:22e,error-code,/fixcode/samsung/fridge/22e-error,samsung 22e error,samsung fridge 22e,samsung error code 22e,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:fridge:88,error-code,/fixcode/samsung/fridge/88-error,samsung 88 error,samsung fridge 88,samsung error code 88,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:oven:te,error-code,/fixcode/samsung/oven/te-error,samsung te error,samsung oven te,samsung error code te,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
151,fixcode,fix:samsung:oven:dc,error-code,/fixcode/samsung/oven/dc-error,samsung dc error,samsung oven dc,samsung error code dc,47,68,47,NOINDEX_PRODUCT,FixCode error-code (highest leverage); known brand with existing provenance; actionable diagnostic; not a near-duplicate
