priority,site,page_id,page_family,canonical_candidate,primary_query,query_2,query_3,truth_score,quality_score,provenance_score,current_state,reason_for_priority
61,fixcode,fix:miele:dishwasher:standing-water,symptom,/fixcode/miele/dishwasher/standing-water,miele dishwasher standing water: causes & checks,,,87,48,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:miele:washer:not-filling,symptom,/fixcode/miele/washer/not-filling,miele washer not filling: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:bosch:dishwasher:not-heating,symptom,/fixcode/bosch/dishwasher/not-heating,bosch dishwasher not heating: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:bosch:dishwasher:dishes-wet,symptom,/fixcode/bosch/dishwasher/dishes-wet,bosch dishwasher dishes wet: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:bosch:dishwasher:not-filling,symptom,/fixcode/bosch/dishwasher/not-filling,bosch dishwasher not filling: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:bosch:dishwasher:takes-too-long-to-fill,symptom,/fixcode/bosch/dishwasher/takes-too-long-to-fill,bosch dishwasher takes too long to fill: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:bosch:dishwasher:wont-spin,symptom,/fixcode/bosch/dishwasher/wont-spin,bosch dishwasher wont spin: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:bosch:dishwasher:dead-drum,symptom,/fixcode/bosch/dishwasher/dead-drum,bosch dishwasher dead drum: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:bosch:dishwasher:wont-start,symptom,/fixcode/bosch/dishwasher/wont-start,bosch dishwasher wont start: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:bosch:washer:not-heating,symptom,/fixcode/bosch/washer/not-heating,bosch washer not heating: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:bosch:washer:door-wont-lock,symptom,/fixcode/bosch/washer/door-wont-lock,bosch washer door wont lock: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:bosch:dryer:not-drying,symptom,/fixcode/bosch/dryer/not-drying,bosch dryer not drying: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:bosch:dryer:door-wont-lock,symptom,/fixcode/bosch/dryer/door-wont-lock,bosch dryer door wont lock: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:bosch:oven:not-heating,symptom,/fixcode/bosch/oven/not-heating,bosch oven not heating: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:miele:washer:takes-too-long-to-fill,symptom,/fixcode/miele/washer/takes-too-long-to-fill,miele washer takes too long to fill: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:miele:washer:not-draining,symptom,/fixcode/miele/washer/not-draining,miele washer not draining: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:miele:washer:standing-water,symptom,/fixcode/miele/washer/standing-water,miele washer standing water: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:miele:washer:not-heating,symptom,/fixcode/miele/washer/not-heating,miele washer not heating: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:miele:dishwasher:not-filling,symptom,/fixcode/miele/dishwasher/not-filling,miele dishwasher not filling: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:miele:dishwasher:takes-too-long-to-fill,symptom,/fixcode/miele/dishwasher/takes-too-long-to-fill,miele dishwasher takes too long to fill: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:miele:dishwasher:not-heating,symptom,/fixcode/miele/dishwasher/not-heating,miele dishwasher not heating: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:miele:dishwasher:dishes-wet,symptom,/fixcode/miele/dishwasher/dishes-wet,miele dishwasher dishes wet: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:miele:dishwasher:wont-spin,symptom,/fixcode/miele/dishwasher/wont-spin,miele dishwasher wont spin: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:miele:dishwasher:dead-drum,symptom,/fixcode/miele/dishwasher/dead-drum,miele dishwasher dead drum: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:miele:dishwasher:leaking,symptom,/fixcode/miele/dishwasher/leaking,miele dishwasher leaking: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
60,fixcode,fix:miele:dishwasher:will-not-start,symptom,/fixcode/miele/dishwasher/will-not-start,miele dishwasher will not start: causes & checks,,,87,47,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
59,fixcode,fix:bosch:washer:wont-spin,symptom,/fixcode/bosch/washer/wont-spin,bosch washer wont spin: causes & checks,,,87,46,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
59,fixcode,fix:bosch:washer:dead-drum,symptom,/fixcode/bosch/washer/dead-drum,bosch washer dead drum: causes & checks,,,87,46,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
59,fixcode,fix:bosch:oven:wont-start,symptom,/fixcode/bosch/oven/wont-start,bosch oven wont start: causes & checks,,,87,46,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
59,fixcode,fix:miele:washer:wont-start,symptom,/fixcode/miele/washer/wont-start,miele washer wont start: causes & checks,,,87,46,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
59,fixcode,fix:miele:dryer:not-drying,symptom,/fixcode/miele/dryer/not-drying,miele dryer not drying: causes & checks,,,87,46,87,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
55,fixcode,fix:hub:bosch:dishwasher,appliance-hub,/fixcode/bosch/dishwasher,bosch dishwasher errors,,,100,57,100,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
55,fixcode,fix:hub:bosch:washer,appliance-hub,/fixcode/bosch/washer,bosch washer errors,,,100,57,100,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
55,fixcode,fix:hub:bosch:dryer,appliance-hub,/fixcode/bosch/dryer,bosch dryer errors,,,100,57,100,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
55,fixcode,fix:hub:bosch:oven,appliance-hub,/fixcode/bosch/oven,bosch oven errors,,,100,57,100,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
55,fixcode,fix:hub:miele:washer,appliance-hub,/fixcode/miele/washer,miele washer errors,,,100,57,100,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
55,fixcode,fix:hub:miele:dishwasher,appliance-hub,/fixcode/miele/dishwasher,miele dishwasher errors,,,100,57,100,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
55,fixcode,fix:hub:miele:dryer,appliance-hub,/fixcode/miele/dryer,miele dryer errors,,,100,57,100,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
54,fixcode,fix:samsung:washer:not-draining,symptom,/fixcode/samsung/washer/not-draining,samsung washer not draining: causes & checks,,,33,41,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
54,fixcode,fix:samsung:washer:wont-spin,symptom,/fixcode/samsung/washer/wont-spin,samsung washer won't spin: causes & checks,,,33,41,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
54,fixcode,fix:lg:washer:not-draining,symptom,/fixcode/lg/washer/not-draining,lg washer not draining: causes & checks,,,33,41,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
54,fixcode,fix:samsung:dishwasher:not-draining,symptom,/fixcode/samsung/dishwasher/not-draining,samsung dishwasher not draining: causes & checks,,,33,41,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
54,fixcode,fix:samsung:dishwasher:standing-water,symptom,/fixcode/samsung/dishwasher/standing-water,samsung dishwasher standing water: causes & checks,,,33,41,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:samsung:washer:not-filling,symptom,/fixcode/samsung/washer/not-filling,samsung washer not filling: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:samsung:washer:takes-too-long-to-fill,symptom,/fixcode/samsung/washer/takes-too-long-to-fill,samsung washer takes too long to fill: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:samsung:washer:standing-water,symptom,/fixcode/samsung/washer/standing-water,samsung washer standing water: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:samsung:washer:door-wont-lock,symptom,/fixcode/samsung/washer/door-wont-lock,samsung washer door wont lock: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:samsung:washer:overfilling,symptom,/fixcode/samsung/washer/overfilling,samsung washer overfilling: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:lg:washer:not-filling,symptom,/fixcode/lg/washer/not-filling,lg washer not filling: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:lg:washer:wont-spin,symptom,/fixcode/lg/washer/wont-spin,lg washer wont spin: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:lg:washer:door-wont-lock,symptom,/fixcode/lg/washer/door-wont-lock,lg washer door wont lock: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:samsung:washer:too-many-suds,symptom,/fixcode/samsung/washer/too-many-suds,samsung washer too many suds: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:samsung:dishwasher:not-filling,symptom,/fixcode/samsung/dishwasher/not-filling,samsung dishwasher not filling: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:samsung:dishwasher:takes-too-long-to-fill,symptom,/fixcode/samsung/dishwasher/takes-too-long-to-fill,samsung dishwasher takes too long to fill: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:samsung:dryer:not-drying,symptom,/fixcode/samsung/dryer/not-drying,samsung dryer not drying: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:lg:washer:overfilling,symptom,/fixcode/lg/washer/overfilling,lg washer overfilling: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:lg:washer:not-heating,symptom,/fixcode/lg/washer/not-heating,lg washer not heating: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:lg:washer:dead-drum,symptom,/fixcode/lg/washer/dead-drum,lg washer dead drum: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:lg:dishwasher:not-draining,symptom,/fixcode/lg/dishwasher/not-draining,lg dishwasher not draining: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:lg:dishwasher:standing-water,symptom,/fixcode/lg/dishwasher/standing-water,lg dishwasher standing water: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:lg:dishwasher:not-filling,symptom,/fixcode/lg/dishwasher/not-filling,lg dishwasher not filling: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:lg:dishwasher:takes-too-long-to-fill,symptom,/fixcode/lg/dishwasher/takes-too-long-to-fill,lg dishwasher takes too long to fill: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
53,fixcode,fix:lg:dishwasher:will-not-start,symptom,/fixcode/lg/dishwasher/will-not-start,lg dishwasher will not start: causes & checks,,,33,40,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:washer:shakes,symptom,/fixcode/samsung/washer/shakes,samsung washer shakes: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:washer:leaking,symptom,/fixcode/samsung/washer/leaking,samsung washer leaking: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:washer:not-heating,symptom,/fixcode/samsung/washer/not-heating,samsung washer not heating: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:washer:dead-drum,symptom,/fixcode/samsung/washer/dead-drum,samsung washer dead drum: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:fridge:not-cooling,symptom,/fixcode/samsung/fridge/not-cooling,samsung fridge not cooling: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:lg:dryer:not-drying,symptom,/fixcode/lg/dryer/not-drying,lg dryer not drying: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:lg:dryer:takes-too-long,symptom,/fixcode/lg/dryer/takes-too-long,lg dryer takes too long: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:washer:wont-start,symptom,/fixcode/samsung/washer/wont-start,samsung washer wont start: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:dishwasher:overfilling,symptom,/fixcode/samsung/dishwasher/overfilling,samsung dishwasher overfilling: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:dishwasher:leaking,symptom,/fixcode/samsung/dishwasher/leaking,samsung dishwasher leaking: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:dishwasher:will-not-start,symptom,/fixcode/samsung/dishwasher/will-not-start,samsung dishwasher will not start: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:dishwasher:not-heating,symptom,/fixcode/samsung/dishwasher/not-heating,samsung dishwasher not heating: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:dishwasher:dishes-wet,symptom,/fixcode/samsung/dishwasher/dishes-wet,samsung dishwasher dishes wet: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:dishwasher:wont-spin,symptom,/fixcode/samsung/dishwasher/wont-spin,samsung dishwasher wont spin: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:dishwasher:dead-drum,symptom,/fixcode/samsung/dishwasher/dead-drum,samsung dishwasher dead drum: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:dryer:door-wont-lock,symptom,/fixcode/samsung/dryer/door-wont-lock,samsung dryer door wont lock: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:dryer:wont-spin,symptom,/fixcode/samsung/dryer/wont-spin,samsung dryer wont spin: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:dryer:dead-drum,symptom,/fixcode/samsung/dryer/dead-drum,samsung dryer dead drum: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:oven:not-heating,symptom,/fixcode/samsung/oven/not-heating,samsung oven not heating: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:samsung:oven:door-wont-lock,symptom,/fixcode/samsung/oven/door-wont-lock,samsung oven door wont lock: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:lg:washer:leaking,symptom,/fixcode/lg/washer/leaking,lg washer leaking: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:lg:washer:wont-start,symptom,/fixcode/lg/washer/wont-start,lg washer wont start: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:lg:washer:standing-water,symptom,/fixcode/lg/washer/standing-water,lg washer standing water: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:lg:dishwasher:leaking,symptom,/fixcode/lg/dishwasher/leaking,lg dishwasher leaking: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:lg:dishwasher:not-heating,symptom,/fixcode/lg/dishwasher/not-heating,lg dishwasher not heating: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:lg:dishwasher:dishes-wet,symptom,/fixcode/lg/dishwasher/dishes-wet,lg dishwasher dishes wet: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:lg:dishwasher:overfilling,symptom,/fixcode/lg/dishwasher/overfilling,lg dishwasher overfilling: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:lg:dishwasher:wont-spin,symptom,/fixcode/lg/dishwasher/wont-spin,lg dishwasher wont spin: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:lg:dishwasher:dead-drum,symptom,/fixcode/lg/dishwasher/dead-drum,lg dishwasher dead drum: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:lg:dryer:door-wont-lock,symptom,/fixcode/lg/dryer/door-wont-lock,lg dryer door wont lock: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:lg:fridge:not-cooling,symptom,/fixcode/lg/fridge/not-cooling,lg fridge not cooling: causes & checks,,,33,39,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
52,fixcode,fix:hub:bosch,brand-hub,/fixcode/bosch,bosch appliance errors,,,100,54,100,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
52,fixcode,fix:hub:miele,brand-hub,/fixcode/miele,miele appliance errors,,,100,54,100,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
51,fixcode,fix:lg:washer:takes-too-long-to-fill,symptom,/fixcode/lg/washer/takes-too-long-to-fill,lg washer takes too long to fill: causes & checks,,,33,38,33,REVIEW_REQUIRED,known brand with existing provenance; actionable diagnostic; not a near-duplicate
47,fixcode,fix:hub:samsung:washer,appliance-hub,/fixcode/samsung/washer,samsung washer errors,,,47,49,47,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
47,fixcode,fix:hub:samsung:fridge,appliance-hub,/fixcode/samsung/fridge,samsung fridge errors,,,47,49,47,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
47,fixcode,fix:hub:samsung:dishwasher,appliance-hub,/fixcode/samsung/dishwasher,samsung dishwasher errors,,,47,49,47,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
47,fixcode,fix:hub:samsung:dryer,appliance-hub,/fixcode/samsung/dryer,samsung dryer errors,,,47,49,47,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
47,fixcode,fix:hub:samsung:oven,appliance-hub,/fixcode/samsung/oven,samsung oven errors,,,47,49,47,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
47,fixcode,fix:hub:lg:washer,appliance-hub,/fixcode/lg/washer,lg washer errors,,,47,49,47,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
47,fixcode,fix:hub:lg:dryer,appliance-hub,/fixcode/lg/dryer,lg dryer errors,,,47,49,47,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
47,fixcode,fix:hub:lg:dishwasher,appliance-hub,/fixcode/lg/dishwasher,lg dishwasher errors,,,47,49,47,GRAPH_ONLY,known brand with existing provenance; not a near-duplicate
46,autospec,veh:bmw:3-series:g20:320d-b47:oil,oil-type,/autospec/bmw/3-series/g20/320d-b47/oil,bmw 3-series g20 320d-b47 oil capacity,bmw 3-series g20 320d-b47 oil type,bmw 3-series g20 320d-b47 engine oil,47,68,47,REVIEW_REQUIRED,not a near-duplicate
46,autospec,veh:toyota:corolla:e210:1-8-hybrid:oil,oil-type,/autospec/toyota/corolla/e210/1-8-hybrid/oil,toyota corolla e210 1-8-hybrid oil capacity,toyota corolla e210 1-8-hybrid oil type,toyota corolla e210 1-8-hybrid engine oil,47,68,47,REVIEW_REQUIRED,not a near-duplicate
46,autospec,veh:honda:civic:11:1-5-vtec:oil,oil-type,/autospec/honda/civic/11/1-5-vtec/oil,honda civic 11 1-5-vtec oil capacity,honda civic 11 1-5-vtec oil type,honda civic 11 1-5-vtec engine oil,47,68,47,REVIEW_REQUIRED,not a near-duplicate
46,autospec,veh:mercedes:c-class:w206:c220d:oil,oil-type,/autospec/mercedes/c-class/w206/c220d/oil,mercedes c-class w206 c220d oil capacity,mercedes c-class w206 c220d oil type,mercedes c-class w206 c220d engine oil,47,68,47,REVIEW_REQUIRED,not a near-duplicate
46,autospec,veh:audi:a4:b9:2-0-tdi:oil,oil-type,/autospec/audi/a4/b9/2-0-tdi/oil,audi a4 b9 2-0-tdi oil capacity,audi a4 b9 2-0-tdi oil type,audi a4 b9 2-0-tdi engine oil,47,68,47,REVIEW_REQUIRED,not a near-duplicate
46,autospec,veh:hyundai:tucson:nx4:1-6-hybrid:oil,oil-type,/autospec/hyundai/tucson/nx4/1-6-hybrid/oil,hyundai tucson nx4 1-6-hybrid oil capacity,hyundai tucson nx4 1-6-hybrid oil type,hyundai tucson nx4 1-6-hybrid engine oil,47,68,47,REVIEW_REQUIRED,not a near-duplicate
46,autospec,veh:kia:sportage:nq5:1-6-hybrid:oil,oil-type,/autospec/kia/sportage/nq5/1-6-hybrid/oil,kia sportage nq5 1-6-hybrid oil capacity,kia sportage nq5 1-6-hybrid oil type,kia sportage nq5 1-6-hybrid engine oil,47,68,47,REVIEW_REQUIRED,not a near-duplicate
46,autospec,veh:volvo:xc60:t8:recharge:oil,oil-type,/autospec/volvo/xc60/spa/t8-recharge/oil,volvo xc60 t8 recharge oil capacity,volvo xc60 t8 recharge oil type,volvo xc60 t8 recharge engine oil,47,68,47,REVIEW_REQUIRED,not a near-duplicate
