page_id,query,country,source,observed,value,observed_at,notes,locale,collection_method,confidence,unit,language,raw_label
fix:samsung:washer:pf,samsung pf error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung pf error code | samsung pf error | samsung washer pf error code | samsung ac pf error code | samsung washer pf error
fix:samsung:dishwasher:4e,samsung 4e error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung 4e error | samsung 4e error code | samsung 4e error code washing machine | samsung 4e error washing machine | samsung 4e error top load
fix:samsung:dishwasher:4c,samsung 4c error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung 4c error | samsung 4c error code | samsung 4c error code washer | samsung 4c error dishwasher | samsung 4c error top load
fix:samsung:dishwasher:5e,samsung 5e error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung 5e error | samsung 5e error code | samsung 5e error reset | samsung 5e error refrigerator | samsung 5e error microwave
fix:samsung:dishwasher:oe,samsung oe error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung oe error | samsung oe error code | samsung oe error washing machine | samsung oe error dishwasher | samsung oe error code dishwasher
fix:samsung:dishwasher:le,samsung le error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung le error code | samsung le error | samsung le error code washing machine | samsung le error dishwasher | samsung le error code dishwasher
fix:samsung:dishwasher:he,samsung he error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung he error code | samsung he error code dryer | samsung he error | samsung he error dryer | samsung he error reset
fix:samsung:dishwasher:te,samsung te error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung te error code | samsung te error | samsung te error dryer | samsung te error washer | samsung te error code washer
fix:samsung:dishwasher:3e,samsung 3e error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung 3e error code | samsung 3e error | samsung 3e error code washing machine | samsung 3e error washing machine | samsung 3e error reset
fix:samsung:dryer:te,samsung te error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung te error code | samsung te error | samsung te error dryer | samsung te error washer | samsung te error code washer
fix:samsung:dryer:he,samsung he error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung he error code | samsung he error code dryer | samsung he error | samsung he error dryer | samsung he error reset
fix:samsung:dryer:de,samsung de error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung de error | samsung de error code | samsung de error code washing machine | samsung de error dryer | samsung de error washing machine
fix:samsung:dryer:dc,samsung dc error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung dc error code | samsung dc error | samsung dc error code dryer | samsung dc error code washing machine | samsung dc error washing machine
fix:samsung:dryer:3c,samsung 3c error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung 3c error | samsung 3c error dryer | samsung 3c error washer | samsung 3c error code | samsung 3c error dishwasher
fix:samsung:fridge:22e,samsung 22e error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung 22e error code | samsung 22e error reset | samsung 22e error | samsung 22e error refrigerator | samsung refrigerator 22e error code
fix:samsung:fridge:88,samsung 88 error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung 88 error code | samsung 88 error code ac | samsung 88 error | samsung ac 88 error | samsung ac 88 error code reset
fix:samsung:oven:te,samsung te error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung te error code | samsung te error | samsung te error dryer | samsung te error washer | samsung te error code washer
fix:samsung:oven:dc,samsung dc error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,samsung dc error code | samsung dc error | samsung dc error code dryer | samsung dc error code washing machine | samsung dc error washing machine
fix:lg:washer:ce,lg ce error,US,AUTOCOMPLETE,true,,2026-09-15T07:00:55.640Z,google-suggest status=200 n=8,en-US,API,0.55,,en,lg ce error code | lg ce error | lg washer ce error | lg fridge ce error | lg dishwasher ce error code
